"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T02:32:56Z","2026-08-31T02:32:56Z","2026-08-31T02:35:23Z","147","00:02:27","49946.12892635344","ATH","0","Pending Refund","executed","received","False","False","A3F49D4848D176F5ECD9504EF24FE6D95A11FDDEC1EB0BA98425B38E61533A0D","0xa3f49d4848d176f5ecd9504ef24fe6d95a11fddec1eb0ba98425b38e61533a0d-7095021","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T02:31:59Z","2026-08-31T02:31:59Z","2026-08-31T02:32:23Z","24","00:00:24","5081.802248","AXL","219.6429125898421","Pending Refund","executed","received","False","True","B1F59A90ABB10D69ACD4DED094C1EDF9D2A0D596701555B8E6591955E85B0D4A","0xa470dd39b2894cb50add98be683681394adf0c69d012954186831240b6f33f80-7095015","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T02:31:04Z","2026-08-31T02:31:04Z","2026-08-31T02:52:05Z","1261","00:21:01","49863.889246921746","ATH","243.44697599799878","Not Refunded","executed","received","False","True","0x881065f93865a444245fbbaa6de418d632de49d8a66dd02b9525e4166ab91c3d","0x881065f93865a444245fbbaa6de418d632de49d8a66dd02b9525e4166ab91c3d-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T02:30:27Z","2026-08-31T02:30:27Z","2026-08-31T02:30:53Z","26","00:00:26","5099.614867","AXL","219.3798220019863","Pending Refund","executed","received","False","True","4F47B3F9523B2E20E7140533531955A8CDC5CB790CF53DB6D8FA7951E2671FF6","0x9ced9ff9416e7ff76439950546d04076c997a96a51955e795a77fc84a819c320-7095014","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","celo : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","celo","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T02:30:19Z","2026-08-31T02:30:19Z","2026-08-31T02:30:57Z","38","00:00:38","19.996043","axlUSDC","19.992423716217","Not Refunded","executed","received","False","True","0x32d458d6d37e9f667245c09a9c242cc37e3429a722e7a8b475088ef8a0c430b4","0x32d458d6d37e9f667245c09a9c242cc37e3429a722e7a8b475088ef8a0c430b4-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T02:25:30Z","2026-08-31T02:25:30Z","2026-08-31T02:45:30Z","1200","00:20:00","150098.36592","ATH","732.3314283073391","Not Refunded","executed","received","False","True","0x1462a52cfbed40e641449c4e9a47b0e5c1efa9cecb87dac1033534af19f5c7c8","0x1462a52cfbed40e641449c4e9a47b0e5c1efa9cecb87dac1033534af19f5c7c8-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T02:25:26Z","2026-08-31T02:25:26Z","2026-08-31T02:26:03Z","37","00:00:37","81.820079","axlUSDC","81.804860465306","Pending Refund","executed","received","False","True","D3B50CD4CD5CC54B334621A85BAE7A11C44D049E7017880E8500AA2CB450CACC","0x6590b3b258c4e4c5cc54081a23f8e692dc02bcc1af9d27bcc545c343087084e9-7095013","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T02:17:59Z","2026-08-31T02:17:59Z","2026-08-31T02:44:48Z","1609","00:26:49","14.071876","axlUSDC","14.069779290476001","Not Refunded","executed","received","False","True","0xdd50f1aac894eeca81782a33d2917f858702d5680adcd807f32d0f09ea7b0bd4","0xdd50f1aac894eeca81782a33d2917f858702d5680adcd807f32d0f09ea7b0bd4-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T02:17:23Z","2026-08-31T02:17:23Z","2026-08-31T02:17:47Z","24","00:00:24","5149.130391","AXL","222.26035964057422","Pending Refund","executed","received","False","True","74D59CC948331EF4DD7FFB1219B0BD57246A6AB873DDA25BC56DCF08A62C124D","0x0905d0e970aa9e5824511da973ca63954ffe9f0a2db23dd503c0ea8c458b8de3-7095012","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T02:13:49Z","2026-08-31T02:13:49Z","2026-08-31T02:32:56Z","1147","00:19:07","49946.12892635344","ATH","242.54589398571127","Not Refunded","executed","received","False","True","0x9accc9c4eeb845d116c47dd53d17b0aca396a6db5510115b24f235c0f4781550","0x9accc9c4eeb845d116c47dd53d17b0aca396a6db5510115b24f235c0f4781550-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","avalanche","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","2026-08-31T02:12:18Z","2026-08-31T02:12:18Z","2026-08-31T02:12:41Z","23","00:00:23","3.547848","axlUSDC","3.547308727104","Not Refunded","executed","received","False","True","0x76498d1d0b7e2088cd35d6d5ad54c6b676a42a986d8132188a2e5fbe03cf161b","0x76498d1d0b7e2088cd35d6d5ad54c6b676a42a986d8132188a2e5fbe03cf161b-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmosis","Ethereum","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-31T02:09:53Z","2026-08-31T02:09:53Z","2026-08-31T02:11:23Z","90","00:01:30","148.013975","axlUSDC","147.990736805925","Pending Refund","executed","received","False","True","02A4B17E46B1A9B10412875A4E84BA5AEE74FFD2397B89B04089118FBEAB5A84","0x99308407c5a29945cb815466a2c574d42e1afcf622fd42c03bf3bcdd9e0c0730-7095011","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T02:07:19Z","2026-08-31T02:07:19Z","2026-08-31T02:08:23Z","64","00:01:04","88725.19529031667","CHRP","0","Pending Refund","executed","received","False","False","B42801248955D83257453DD536B4E2CF3D7955F76037F25F76C098BC416C03F5","0xb42801248955d83257453dd536b4e2cf3d7955f76037f25f76c098bc416c03f5-7095010","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T02:07:04Z","2026-08-31T02:07:04Z","2026-08-31T02:07:19Z","15","00:00:15","88725.19529031667","CHRP","7.940017726530439","Not Refunded","executed","received","False","True","0xee2ebaff81684d305aad74b04a3a2866e6d9c2537ba20f070c1eb3bbc53b77e7","0xee2ebaff81684d305aad74b04a3a2866e6d9c2537ba20f070c1eb3bbc53b77e7-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","hedera : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","hedera","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T02:02:28Z","2026-08-31T02:02:28Z","2026-08-31T02:05:10Z","162","00:02:42","0.146462","WBNB","0","Pending Refund","executed","received","False","False","D767D83F295F0CD074BD334F94374085DB5F77473AB57A430BA8FBA6B72D426E","0xd767d83f295f0cd074bd334f94374085db5f77473ab57a430ba8fba6b72d426e-7094957","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T02:02:13Z","2026-08-31T02:02:13Z","2026-08-31T02:02:28Z","15","00:00:15","0.1464626605677438","WBNB","99.73814259342217","Not Refunded","executed","received","False","True","0x7146258e6d4e68d4fc849c30a2a5d8b6d1da0320f25a77207087ce1d9f350b6e","0x7146258e6d4e68d4fc849c30a2a5d8b6d1da0320f25a77207087ce1d9f350b6e-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"cosmoshub : cosmos1rzaqkxj00d4wz56p00a79w7qsqggp8dplmxgq3","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","cosmoshub","Ethereum","cosmos1rzaqkxj00d4wz56p00a79w7qsqggp8dplmxgq3","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-31T02:01:40Z","2026-08-31T02:01:40Z","2026-08-31T02:03:59Z","139","00:02:19","30874.189442","ATOM","45076.31658532","Pending Refund","executed","received","False","True","40229993DF7A247FB065F1426FE53D1B68F823AEEE7784E62980F845D3C0BA08","0x348601d8e7b162064d3593c4adce3a6bc066f14bf67c6dce9000d851cd8365f1-7094951","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T02:01:22Z","2026-08-31T02:01:22Z","2026-08-31T02:02:23Z","61","00:01:01","50511.33714333542","ATH","0","Pending Refund","executed","received","False","False","8A1ED786DF915DE8D052A2E12EE314D3B8ADD831715B0803DE9D9405BD0B6231","0x8a1ed786df915de8d052a2e12ee314d3b8add831715b0803de9d9405bd0b6231-7094950","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","optimism : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","polygon","optimism","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-31T02:00:27Z","2026-08-31T02:00:27Z","2026-08-31T02:01:23Z","56","00:00:56",,,,"Not Refunded","executed","received","False","True","0xca48369353efdc90f946a85864a8349ff417e11c98701eab176ed4cf493e3c3f","0xca48369353efdc90f946a85864a8349ff417e11c98701eab176ed4cf493e3c3f-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","Avalanche : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","polygon","Avalanche","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-31T02:00:15Z","2026-08-31T02:00:15Z","2026-08-31T02:00:54Z","39","00:00:39",,,,"Not Refunded","executed","received","False","True","0x7104c52a3c8c576baffcef2ede8bab1d7ca78070df63667483f644663f270065","0x7104c52a3c8c576baffcef2ede8bab1d7ca78070df63667483f644663f270065-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","Polygon","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:51:43Z","2026-08-31T01:51:43Z","2026-08-31T01:52:22Z","39","00:00:39","4.628006","axlUSDC","4.627209982968","Pending Refund","executed","received","False","True","80ECC490034BE96AB5A38D049C2433FB35866C488DC983145C9FB82841C486B7","0x8d2ebb5acbc98feba58b659c216c5c893ede558a633f783edd1ec6ecce247370-7094944","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"filecoin : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","filecoin","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:51:30Z","2026-08-31T01:51:30Z","2026-08-31T02:10:47Z","1157","00:19:17","189.665677","axlUSDC","189.633054503556","Not Refunded","executed","received","False","True","0x3f457f4dc961484c2e14f8739f8a0f4ac0c4a9f65133bfe6471e2d368b754a92","0x3f457f4dc961484c2e14f8739f8a0f4ac0c4a9f65133bfe6471e2d368b754a92-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"filecoin : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","filecoin","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:49:00Z","2026-08-31T01:49:00Z","2026-08-31T02:07:35Z","1115","00:18:35","2.6769099253617594","axlETH","6480.718622003058","Not Refunded","executed","received","False","True","0xcda07b530fc92f2876fb20f35b878a31071659043722cb7d874165a2eb972cbc","0xcda07b530fc92f2876fb20f35b878a31071659043722cb7d874165a2eb972cbc-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T01:44:11Z","2026-08-31T01:44:11Z","2026-08-31T02:01:22Z","1031","00:17:11","50511.33714333542","ATH","244.25868325076993","Not Refunded","executed","received","False","True","0xaef2bc6e2607b62642e86d981f2f628c7d4fe390c1afa3eb3e1f7fd4c00ec95c","0xaef2bc6e2607b62642e86d981f2f628c7d4fe390c1afa3eb3e1f7fd4c00ec95c-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T01:40:37Z","2026-08-31T01:40:37Z","2026-08-31T01:42:47Z","130","00:02:10",,,,"Not Refunded","executed","received","False","True","0x60016b01efe87ba4eb0a06c8b4ff710d5987b88edc41ab913e6af9d3774262de","0x60016b01efe87ba4eb0a06c8b4ff710d5987b88edc41ab913e6af9d3774262de-2","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T01:37:47Z","2026-08-31T01:37:47Z","2026-08-31T01:53:35Z","948","00:15:48",,,,"Not Refunded","executed","received","False","True","0xe94acd4ecd97b18d3fd7c4cbb24cb8d17458601bcb5a1fb0a55eef71965e4a3b","0xe94acd4ecd97b18d3fd7c4cbb24cb8d17458601bcb5a1fb0a55eef71965e4a3b-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmosis : osmo10a3k4hvk37cc4hnxctw4p95fhscd2z6h2rmx0aukc6rm8u9qqx9smfsh7u","ethereum","osmosis","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmo10a3k4hvk37cc4hnxctw4p95fhscd2z6h2rmx0aukc6rm8u9qqx9smfsh7u","2026-08-31T01:35:23Z","2026-08-31T01:35:23Z","2026-08-31T01:53:07Z","1064","00:17:44","0.000401374524848984","WETH","0.9720929754770028","Not Refunded","executed","received","False","True","0x9820386594283eea2162613d909bc9e6dbe1ec2a6455ceb452feddf000843fe8","0x9820386594283eea2162613d909bc9e6dbe1ec2a6455ceb452feddf000843fe8-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","hedera : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","hedera","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T01:33:52Z","2026-08-31T01:33:52Z","2026-08-31T01:36:43Z","171","00:02:51","0.145872","WBNB","0","Pending Refund","executed","received","False","False","7802561BCE1C474E68F49CDF3DD76FA057AC49E4464B1509DB19C97F052583D2","0x7802561bce1c474e68f49cdf3dd76fa057ac49e4464b1509db19c97f052583d2-7094896","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T01:33:38Z","2026-08-31T01:33:38Z","2026-08-31T01:33:52Z","14","00:00:14","0.14587220619767718","WBNB","99.69781804786446","Not Refunded","executed","received","False","True","0x1a8599d646f68a1dcf8104dceb90801b458b5d10880c612a6194be90b172da18","0x1a8599d646f68a1dcf8104dceb90801b458b5d10880c612a6194be90b172da18-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"celo : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","celo","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:30:39Z","2026-08-31T01:30:39Z","2026-08-31T02:01:23Z","1844","00:30:44","751.617261","axlUSDC","751.497753855501","Not Refunded","executed","received","False","True","0x7d058aba4683b88bea5bfa44fc579f715712f0f170e7ffcb67453ce2086ece9f","0x7d058aba4683b88bea5bfa44fc579f715712f0f170e7ffcb67453ce2086ece9f-20","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T01:26:23Z","2026-08-31T01:26:23Z","2026-08-31T01:41:01Z","878","00:14:38",,,,"Not Refunded","executed","received","False","True","0xbe70a7b7493fb7e7c7d8f00ef5641b47610de59634c327f5dcfff9eb5ee4a4f5","0xbe70a7b7493fb7e7c7d8f00ef5641b47610de59634c327f5dcfff9eb5ee4a4f5-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T01:22:47Z","2026-08-31T01:22:47Z","2026-08-31T01:40:51Z","1084","00:18:04",,,,"Not Refunded","executed","received","False","True","0x1b98be75402ba881a3dc267ea0c109e30023fc7d807d91f0056e6d6cc2de693b","0x1b98be75402ba881a3dc267ea0c109e30023fc7d807d91f0056e6d6cc2de693b-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:22:45Z","2026-08-31T01:22:45Z","2026-08-31T01:23:29Z","44","00:00:44","0.984812","axlUSDC","0.984628824968","Not Refunded","executed","received","False","True","0xae1203eb8e4949782334c24baf87b7c31d3d38a10a41a5a5e89450327a3170ff","0xae1203eb8e4949782334c24baf87b7c31d3d38a10a41a5a5e89450327a3170ff-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","Ethereum","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:22:40Z","2026-08-31T01:22:40Z","2026-08-31T01:24:23Z","103","00:01:43","156.74276","axlUSDC","156.71360584664","Not Refunded","executed","received","False","True","36F26303FB6C6923A5756129C52B318B9C620018961941C6DDB324B5D892D74A","0xd3a340efdd3e5273faa71e417a30f696eb39492fab9999bc1d6d61819c9f0d29-7094890","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","arbitrum","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:21:13Z","2026-08-31T01:21:13Z","2026-08-31T01:42:29Z","1276","00:21:16","2343.269316","LAVA","46.49472797959512","Not Refunded","executed","received","False","True","0x29408004e89df5c7c4346ea4f2ba73b6a647184fa28cad9f0e6370f09f0043f3","0x29408004e89df5c7c4346ea4f2ba73b6a647184fa28cad9f0e6370f09f0043f3-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
